sentiment,text,clean_text,person_count,org_count,loc_count
positive,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,transaction would increase earnings per share first quarter eur,0,1,0
positive,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",recovery base metal price increased demand metal china however,0,0,0
positive,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",new representation extends comptel global presence total country serving customer country worldwide,0,1,0
positive,"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",tietoenator us nokia intellisync mobile suite wireless email calendar device management capability company extend service customer,1,1,0
positive,Total operating revenue grew by 27.6 % year-on-year to EUR61m .,total operating revenue grew yearonyear eurm,0,0,0
positive,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,vacon cash flow operation grew eur eur year ago,0,1,0
neutral,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,vacon supply drive ruselprom power range,0,0,0
positive,"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",also strengthen existing partnership cybercom say teleste cto esko myllyla,1,1,0
positive,"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",via satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster iptv service provider,0,2,0
positive,"With the acquisition , the company will expand its offering to North , Central and South America , it said .",acquisition company expand offering north central south america said,0,1,0
positive,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",extension new contract eight engine plant produce said,0,0,0
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,yit say acquisition part strategy expansion central eastern european market,0,1,0
positive,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",basware product sale grew strongly financial period percent,0,1,0
positive,"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",second quarter firstquarter growth net sale since third quarter said magnus rosen ramirent ceo,1,1,0
positive,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",transaction strengthens position design branded good said fiskars president ceo heikki allonen pointing two group relatively overlapping operation,1,1,0
positive,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,february finnish textile clothing company marimekko oyj hel mmov said today preliminary operating profit grew eur eur,2,2,0
neutral,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,finnish componenta published new longterm strategy period aim growing together customer,0,1,0
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",finnish larox signed contract talvivaara project delivery filter talvivaara nickel mine sotkamo finland,1,2,0
positive,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,affecto expects net sale whole increase level reached eur million,0,1,0
positive,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,cash flow operation rose eur eur,0,1,0
positive,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,commission income rose eur eur,0,1,0
positive,Componenta 's objective with this agreement is to increase business on its existing production lines .,componenta objective agreement increase business existing production line,0,1,0
positive,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",earnings per share januaryjune eur increase yearonyear eur,0,1,0
positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,earnings per share eps rose eur eur,0,2,0
positive,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",elisa said mobile subscription grew percent mainly customer adopting socalled third generation mobile technology,1,0,0
positive,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",eps quarter came eur eur year ago ahead forecast eur,0,1,0
positive,EPS grew to 0.04 eur from 0.02 eur .,eps grew eur eur,0,1,0
positive,Exports grew 16.5 percent to 19.1 million liters .,export grew percent million liter,0,0,0
positive,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,1,0,0
positive,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,finnish metal component supplier componenta oyj said net profit went mln euro mln mln euro mln,0,1,0
positive,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",finnish silicon wafer technology company okmetic oyj omx helsinki okmv reported thursday october operating profit eur januaryseptember eur corresponding period,1,3,0
positive,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",fiskars brand report net sale eur eur,1,2,0
positive,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile .",geosentric oyj geosolutions business unit gypsii mobile digital lifestyle application geomobility social networking platform signed agreement nanjing mynet make gypsii mobile social networking platform available customer china mobile,1,3,0
positive,HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,helsinki afx outokumpu technology said signed mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,3,4,0
positive,"However , the proportion of the paid standing orders grew in 2009 .",however proportion paid standing order grew,0,0,0
positive,"In addition to the demand in Finland , the export of lining stone products also increased .",addition demand finland export lining stone product also increased,0,0,0
positive,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",januaryseptember group net sale continuing operation rose eur eur corresponding period,0,1,0
positive,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",julyseptember yit net sale increased eur compared eur corresponding period,0,2,0
positive,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",reporting period net sale rose yearonyear eur due business acquisition realized first half effect eur review period,0,2,0
positive,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",reporting period company operating profit grew eur million,0,1,0
positive,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,last year net sale rose eur million eur million,0,1,0
positive,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",last year company raised turnover approximately million litas eur mln million litas,0,0,0
positive,"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",adp news nov finnish drive manufacturer vacon oyj omx vacv said today set new representative office romania ukraine serve growing market eastern southeastern europe,2,1,0
positive,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,marimekko group fullyear net sale estimated increase,1,1,0
positive,Net sales surged by 30 % to EUR 36 million .,net sale surged eur million,0,1,0
positive,"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",net sale went yearonyear eur million affected business acquisition realized previous financial period effect eur million review period,0,1,0
positive,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",nevertheless market share rose percent percent year earlier,0,0,0
positive,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor longstanding partnership continues grow stronger time,0,0,0
positive,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",octoberdecember sale mln eur pct increase year year,0,0,0
positive,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",olvi control percent stake ragutis coq said annual report published earlier year lithuanian brewery sale reached million euro last year rise percent million euro,1,1,0
positive,Olvi expects sales and market share to increase in the first quarter of 2010 .,olvi expects sale market share increase first quarter,0,0,0
neutral,"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",olvi target strengthen market share soft drink mineral water cider long drink energy drink,0,0,0
positive,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,operating profit increased eur eur corresponding period,0,1,0
positive,Operating profit of the Asian plants grew markedly .,operating profit asian plant grew markedly,0,0,0
positive,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",operating profit totaled eur eur,0,1,0
positive,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",operating profit totalled eur eur yearonyear,0,1,0
positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,production capacity increase tonne per year raw material continue recycled paper board,0,0,0
positive,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,profit period increased eur eur,0,1,0
positive,"Profit per share was EUR 1.03 , up from EUR 0.87 .",profit per share eur eur,0,1,0
positive,Return on capital employed rose by 4.8 percentage points to 19.6 % .,return capital employed rose percentage point,0,0,0
positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",revenue july september grew percent euro billion finnish company said thursday,0,0,0
positive,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,revenue grew percent euro million million euro million,1,0,0
positive,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,ruukki order book end yearonyear quarteronquarter,0,0,0
positive,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,ruukki signed contract norwegian company veidekke entreprenor,2,0,0
positive,Sales in Finland rose by 3.9 % and international growth was 0.7 % .,sale finland rose international growth,0,0,0
positive,Sales of security and system packaging increased slightly .,sale security system packaging increased slightly,0,0,0
positive,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,stora enso thirdquarter pretax profit doubled eur,1,2,0
positive,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",strongest growth seen new market russia czech republic slovakia,0,1,0
positive,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",airline ordered nine airbus aircraft delivery becomes lead airline latest variant rollsroyce trent series engine called,0,1,0
positive,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",company intensifying smelter operation increasing annual production capacity tonne copper,0,0,0
positive,The company 's market share is continued to increase further .,company market share continued increase,0,0,0
positive,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",company scheduled traffic measured revenue passenger kilometre rpk grew nearly passenger carried scheduled flight february,0,1,0
positive,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",company said investment new market area resulted sale increase sweden poland russia lithuania,0,0,0
positive,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,2,2,0
positive,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",earnings per share quarter came eur eur quarter year earlier,0,0,0
positive,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,economic occupancy rate sponda property portfolio rose,0,0,0
positive,"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",finnish supplier bssoss va telecom operator tecnotree received expansion order worth total convergent charging next generation messaging solution latin america company announced without specifying operator placed order,1,1,0
positive,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,group month operating profit grew percent million euro,0,0,0
positive,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",growth activeness talentum customer started end continued reporting period company stated,0,0,0
positive,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,growth net sale first half compared first half,0,0,0
positive,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,pretax profit group life insurance business increased eur million eur million,0,1,0
positive,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,pretax profit group life insurance business increased eurm eurm,0,0,0
positive,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",total delivery volume paper business tonne tonne,0,0,0
positive,The value of the firm 's forestry holdings increased by SEK 3.6 bn .,value firm forestry holding increased sek,0,1,0
positive,"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",new deal strengthened partnership telemig celular tecnomen started since beginning telemig prepaid operation,0,1,0
positive,Turnover rose to EUR21m from EUR17m .,turnover rose eurm eurm,0,0,0
positive,"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",xerox stora enso teamed tailor igen shortrun ondemand packaging market,1,1,0
positive,YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,yit construction town riihimki signed lease contract whereby town occupy travel centre office facility,0,2,0
positive,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",upgrade intended raise network capacity mhz mhz several city enabling bidirectional service digital television well broadband data,0,0,0
neutral,The Finnish company Stockmann has signed the contract with the company Technopolis .,finnish company stockmann signed contract company technopolis,1,0,0
neutral,"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",according notice skandinaviska enskilda banken publ helsinki branch august divested total alma medium share ilkkayhtyma oyj kaleva kustannus condition agreement made company july fulfilled,3,0,0
neutral,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",previously announced geosentric oyj entered financing agreement lead investor june enabling company receive financing aggregate amount,0,2,0
neutral,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",time market automated liquid handling device already larger pipette according biohit,0,0,0
neutral,Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,efore ceo reijo maihaniemi said company developed already delivered power supply unit respective system based technology chinese sector company zte corp,0,2,0
neutral,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,finnish talvivaara mining hel tlvv said thursday picked bofa merrill lynch jpmorgan nyse jpm joint bookrunners planned issue convertible note worth eurm usdm,1,4,0
positive,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",lead production turn increase tonne would twofold increase current capacity level zahariev said,1,0,0
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",lemminkainen oyj said signed credit agreement nordea bank sto nda pohjola bank hel pohs sampo bank hel samas svenska handelsbanken sto shb,6,1,0
neutral,Pohjola could increase its stake to 45 % in 2013 .,pohjola could increase stake,0,0,0
neutral,Scandic Feed will also diversify Tosno 's product portfolio further .,scandic feed also diversify tosno product portfolio,2,1,0
positive,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",separately yit corporation austrian firm last week signed agreement sale building system service business germany austria poland czech republic hungary romania eur mln,0,3,0
neutral,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .,agreement one series contract teliasonera signed recent month residential construction real estate management company sweden,0,2,0
positive,The company intends to raise production capacity in 2006 .,company intends raise production capacity,0,0,0
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",estimated value contract eur vaisala headquartered helsinki finland develops manufacture electronic measurement system meteorology environmental science traffic industry,1,1,0
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",mall part baltic pearl development project city petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company developing home people,1,1,0
neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",new facility known technopolis pulkovo introduce russian market entirely new concept creating operating growing commerciallyfunded science technology park support growth knowledgeintensive company,1,0,0
positive,"Thereby , the company will expand its offering to North , Central and South America .",thereby company expand offering north central south america,0,1,0
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",member partner use mostly apparent increased efficiency result service observes perttu puro tradeka,1,0,0
neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,vacon control company via investment fund power fund eur usd,1,0,0
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",order included wartsila order book second quarter company added,0,0,0
neutral,`` Management decided at the end of 2005 to increase cathode copper capacity .,management decided end increase cathode copper capacity,0,0,0
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,complete name shareholder otto henrik bernhard nyberg information amount share transferred corresponds total number share aspo plc,1,1,0
neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",data processing unit collect data calculates rvr value provides data user via various interface,0,1,0
negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,tinyurl link take user scamming site promising user earn thousand dollar becoming google nasdaq goog cash advertiser,0,1,0
neutral,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",alexandria march pertti salmi hanna vuolteenaho oulu finland sami viitasaari finland developed ornamental design handset patent trademark office announced,4,0,0
neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",alexandria oct markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland developed system providing communication security,5,0,0
neutral,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",earlier reported nokian tyre building plant town vsevolozhsk russia leningrad region annual production capacity million tire,2,0,0
neutral,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",biohit inc expanded mline family pipettors addition new volume range,0,2,0
neutral,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .",capman finnish alternative asset manager made acquisition helsinkifocused vehicle real estate fund fund bought sevenstory office built underwent refurbishment end,0,1,0
negative,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .",compared ftse index rose point day relative price change,0,1,0
neutral,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",compared ftse index rose point day relative price change,0,1,0
negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",compared ftse index rose point day relative price change,0,1,0
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",delivery start later volume increase year,0,0,0
positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",finland nokian tyre kazakhstan ordabasy corporation signed agreement build plant astana produce car tire ordabasy chairman dinmukhamet idrisov said press conference,1,2,0
positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,finnish business software group affectogenimap oyj said signed agreement acquire share swedish sector company intellibis mln euro mln debtfree basis,0,2,0
neutral,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .",finnish heatretaining fireplace maker tulikivi oyj said august local tiled stove utility ceramic subsidiary kermansavi merge tulikivi mean absorption order streamline latest corporate structure,2,0,0
positive,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",finnish silicon wafer manufacturer okmetic oyj said june signed agreement nordea bank finland plc local subsidiary swedish commercial bank nordea bank refinance okmetic syndicated bank facility amount mln euro mln,3,0,1
positive,"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .",furthermore bunge also sign licensing agreement sunnuntai carlshamn mejeri brand,2,1,0
neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",german commerzbank hamburg branch morgan nyse jpm participated arranger dutch ing am inga coarranger,1,5,0
neutral,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",april neste separated parent company finnish energy company fortum became listed helsinki stock exchange,1,1,0
neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",russia raisio food division home market stretch way vladivostok,1,1,0
positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",september finnish group agreed buy danish company rose poultry eur combination cash stock,1,2,0
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,increase number share based option right granted management company stock option plan,0,0,0
positive,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",planning expand product portfolio harbor segment chief executive pekka lundmark told financial time deutschland,1,1,0
neutral,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,office worldwide pct net sale generated outside finland,0,0,0
neutral,It has80 branches in Finland with annual revenue in Finland of ?,branch finland annual revenue finland,0,0,0
positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",kaukotelko ltd press release telko group kaukotelko expanding strategic partnership industrial lubricant service il acquiring total ownership swedish retail company moluballoy,0,4,0
neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa,2,2,0
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,nokia messaging enables customer receive email email account mobile phone supporting pop imap email service,1,1,0
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",production capacity rise gradually tonne tonne,0,0,0
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,ramirent danish subsidiary ramirent today signed agreement acquire business asset machinery rental company jydsk materiel udlejning located west jutland,1,1,0
neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,share repurchase helsinki stock exchange behalf sampo plc danske bank helsinki branch,1,3,0
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,solidium picked tikkurila share dividend book value eur per share,0,2,0
neutral,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .",takoma carry transaction acquiring entire share capital moventas parkano run factory parkano southern finland,0,1,0
positive,"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",agreement provide switch double converter capacity whilst opening manufacturing location china,0,0,0
neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment .",building owner developer sun hung kai property group one largest property company hong kong developing type premium residential commercial project sale investment,0,1,0
neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,company aim finalize negotiation sign contract start october,0,0,0
neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,company signed letter intent sale september envisaged seal actual agreement january,0,0,0
positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",company also said november real estate fund signed agreement finnish window maker fenestra build window plant forssa southern finland,1,1,0
positive,The company has committed to further expanding the Apollo portfolio .,company committed expanding apollo portfolio,0,0,0
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",contract signed yesterday run five year includes twoyear extension option,0,0,0
neutral,"The contract covers installation , training and start-up services .",contract cover installation training startup service,0,0,0
neutral,"The contract value amounts to about EUR11m , the company added .",contract value amount eurm company added,0,1,0
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,contract signed acquire uranium produced sotkamo nickelzinc mine eastern finland owned talvivaara,1,1,0
neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",expanded agreement cover sale marketing distribution benefon navigation locator device china,1,0,0
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",omx nordic omxn index comprising traded nordic stock nasdaq omx exchange closed point wednesday,0,3,0
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .",omx nordic omxn index comprising traded nordic stock nasdaq omx exchange closed point friday,0,3,0
neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,tietoenator signed agreement acquire indian research development service provider turnkey software solution developer fortuna technology pvt ltd mln euro mln september,0,1,0
neutral,To be number one means creating added value for stakeholders in everything we do .,number one mean creating added value stakeholder everything,0,0,0
